publisher_name,total_requests,total_bytes,hit_count,date
thenewsagency,649,5396298,506,2022-03-27
theceo,228,19733808,136,2022-03-27
udaybulletin,54,3226501,32,2022-03-27
ftcftcftc,141,351533,74,2022-03-27
xchange,233,1231211697,55,2022-03-27
theamj,6,44367,0,2022-03-27
bettorsinsider,1979,36513616,855,2022-03-27
indiaglobalbusiness,229,15294747,109,2022-03-27
bhoomitoday,6,8421595,0,2022-03-27
netindian,1110,27369310,777,2022-03-27
raftaar,43542,1028100999,43182,2022-03-27
peoplesreporter,543,8865384,472,2022-03-27
forbesga,15,134445,4,2022-03-27
saamtv,4698,78042695,2521,2022-03-27
yoyocial,628,87109239,423,2022-03-27
barandbench-hindi,794,44197606,635,2022-03-27
whiteswanfoundation-malayalam,8,581509,2,2022-03-27
happenings,650,15006164,7,2022-03-27
kamadenu,419,346347023,98,2022-03-27
sinceindependence,410,27574647,311,2022-03-27
whiteswanfoundation-tamil,16,932392,10,2022-03-27
sabq,1211,236809090,120,2022-03-27
pennews,594,26546720,5,2022-03-27
iglobalnews,207,29527683,83,2022-03-27
whiteswanfoundation-bengali,38,2384233,27,2022-03-27
pratidintime,3097,60793442,2563,2022-03-27
punjabtoday,3,437249,0,2022-03-27
foodtechbiz,972,46307491,565,2022-03-27
gomantaktimes,395,14505213,228,2022-03-27
magazine-watertoday,72,13400817,35,2022-03-27
sinceindependence-hindi,716,51103256,610,2022-03-27
upfrontstories,5,67253,0,2022-03-27
whiteswanfoundation-hindi,41,1613634,30,2022-03-27
pratinidhimanthan,33,2282262,12,2022-03-27
thecue,6679,88254811,6075,2022-03-27
steelguru,1377,32932037,894,2022-03-27
newssensetn,2770,153200069,2223,2022-03-27
ajel,33031,453697042,30237,2022-03-27
ejan,103255,493595805,102631,2022-03-27
transportandlogisticsme,406,18158399,226,2022-03-27
presscenter,4312,227198954,4071,2022-03-27
anweshanam,123,1918271,114,2022-03-27
tendernama,163,11813057,132,2022-03-27
matternews,166,7456222,80,2022-03-27
esakal,5214890,90914374539,5188835,2022-03-27
thebridgechronicle,3078,34970755,2819,2022-03-27
mumbaitak,17481,242850788,17002,2022-03-27
greaterkashmir,2121,64608683,282,2022-03-27
barandbench,78769,4933048901,72515,2022-03-27
deshdoot,29530,1215342363,24954,2022-03-27
dainikgomantak,9483,117014597,6653,2022-03-27
mimorelia,12709,294754267,12524,2022-03-27
whiteswanfoundation,5389,295539976,4940,2022-03-27
startupcityindia,337,5079127,235,2022-03-27
barandbench-kannada,533,16517278,434,2022-03-27
ficl,6,4077295,0,2022-03-27
whiteswanfoundation-kannada,80,4336275,48,2022-03-27
evoindia,5622,155990953,4590,2022-03-27
pratidhvani,125,239670514,33,2022-03-27
crimetak,37,15178019,1,2022-03-27
fastbikesindia,592,18532559,157,2022-03-27
dharmadispatch,2054,25779107,1721,2022-03-27
rajexpress,5184,119946708,3769,2022-03-27
uptak,1016,105034057,84,2022-03-27
magazine-watertoday,113,46249377,52,2022-03-28
newslaundry,234051,13875039169,227130,2022-03-28
wuzupnigeria,1056,53140380,38,2022-03-28
bhoomitoday,4,697926,0,2022-03-28
dharmadispatch,2483,30840883,2232,2022-03-28
barandbench-hindi,2473,77570423,2241,2022-03-28
whiteswanfoundation-malayalam,2,120174,1,2022-03-28
theamj,15,221574,2,2022-03-28
pratinidhimanthan,111,4429282,56,2022-03-28
whiteswanfoundation-hindi,62,2087061,40,2022-03-28
ftcftcftc,149,347120,76,2022-03-28
indiaglobalbusiness,476,9712061,283,2022-03-28
pratidintime,2362,59449211,1991,2022-03-28
punjabtoday,33,2316989,0,2022-03-28
sabq,1501,223645208,139,2022-03-28
tendernama,422,24341703,266,2022-03-28
iglobalnews,453,74700593,306,2022-03-28
anweshanam,189,2987871,172,2022-03-28
udaybulletin,72,5642711,14,2022-03-28
thelawyer,1,155636,0,2022-03-28
xchange,283,1314938857,91,2022-03-28
theceo,704,28833583,133,2022-03-28
sarkarnama,30433,156602485,28186,2022-03-28
thenewsagency,951,9901856,713,2022-03-28
fastbikesindia,528,24395967,188,2022-03-28
evoindia,6889,179146815,6161,2022-03-28
ejan,106113,583682885,105224,2022-03-28
ajel,32922,430050259,31253,2022-03-28
transportandlogisticsme,607,21823096,245,2022-03-28
matternews,210,10423151,131,2022-03-28
thecue,9999,118099569,9138,2022-03-28
esakal,4713669,80038386612,4688988,2022-03-28
whiteswanfoundation-bengali,44,2643851,29,2022-03-28
presscenter,8653,526498234,8077,2022-03-28
kamadenu,817,256980106,86,2022-03-28
sathyadeepam,33,2768970,0,2022-03-28
raftaar,51979,1227948273,51562,2022-03-28
peoplesreporter,1180,29430304,645,2022-03-28
forbesga,97,5270673,30,2022-03-28
dainikgomantak,10918,147486335,7751,2022-03-28
foodtechbiz,1400,28308858,1147,2022-03-28
gomantaktimes,1084,32410771,818,2022-03-28
bettorsinsider,1016,31750414,523,2022-03-28
sinceindependence-hindi,797,106026589,641,2022-03-28
whiteswanfoundation-kannada,25,762850,10,2022-03-28
happenings,1190,30679277,12,2022-03-28
hindustanreads,217,6090989,42,2022-03-28
sinceindependence,569,38999470,455,2022-03-28
whiteswanfoundation-tamil,32,2327303,20,2022-03-28
barandbench,105674,5744516921,97277,2022-03-28
deshdoot,33952,1456015603,31007,2022-03-28
mumbaitak,14230,175132345,13346,2022-03-28
thebridgechronicle,3486,41438041,3209,2022-03-28
greaterkashmir,5494,139297576,643,2022-03-28
greatkarunadu,26,1104727,0,2022-03-28
pratidhvani,159,268546593,60,2022-03-28
crimetak,171,23621030,3,2022-03-28
yoyocial,632,43809446,404,2022-03-28
saamtv,4546,96783587,1922,2022-03-28
mimorelia,24124,574637994,23791,2022-03-28
barandbench-kannada,979,53363691,706,2022-03-28
whiteswanfoundation,6597,378409036,6107,2022-03-28
startupcityindia,448,6796214,343,2022-03-28
ficl,11,31344529,1,2022-03-28
rajexpress,6551,146213416,4146,2022-03-28
uptak,1361,85176776,294,2022-03-28
newssensetn,3318,154934353,2760,2022-03-28
steelguru,3527,82983507,2715,2022-03-28
pennews,3026,45672617,14,2022-03-28
netindian,1681,37843959,870,2022-03-28
sathyadeepam,44,4655402,0,2022-03-29
nationwide,1,209714,0,2022-03-29
barandbench-kannada,7005,70018272,6647,2022-03-29
esakal,4734208,81624915778,4707579,2022-03-29
thecue,7482,102836581,6640,2022-03-29
startupcityindia,434,6152309,316,2022-03-29
pennews,998,17625625,14,2022-03-29
forbesga,45,3281879,18,2022-03-29
whiteswanfoundation-bengali,35,2299312,22,2022-03-29
deshdoot,31340,1399581360,27699,2022-03-29
barandbench,109102,9006487475,100034,2022-03-29
yoyocial,572,60041765,382,2022-03-29
saamtv,4736,107266314,1543,2022-03-29
udaybulletin,54,7679647,24,2022-03-29
dharmadispatch,1727,20912576,1494,2022-03-29
mumbaitak,27631,326955431,26800,2022-03-29
thebridgechronicle,3673,44671098,3414,2022-03-29
greaterkashmir,2994,82927443,414,2022-03-29
indiaglobalbusiness,446,49905996,293,2022-03-29
magazine-watertoday,84,4830429,36,2022-03-29
anweshanam,71,1104014,63,2022-03-29
raftaar,52691,1243856199,52300,2022-03-29
peoplesreporter,1260,17871550,916,2022-03-29
evoindia,6272,147855736,5588,2022-03-29
pratidhvani,546,340976346,56,2022-03-29
crimetak,866,49082374,45,2022-03-29
bettorsinsider,931,25561822,456,2022-03-29
pratidintime,2130,52667809,1437,2022-03-29
punjabtoday,10,1845263,0,2022-03-29
netindian,1212,31419177,844,2022-03-29
theamj,10,110015,0,2022-03-29
rajexpress,6471,160088547,4217,2022-03-29
uptak,1145,57777385,120,2022-03-29
pratinidhimanthan,89,2732831,43,2022-03-29
whiteswanfoundation-hindi,89,2705260,59,2022-03-29
sinceindependence-hindi,1789,154600676,1530,2022-03-29
gomantaktimes,653,21154873,477,2022-03-29
foodtechbiz,893,22435625,689,2022-03-29
fastbikesindia,419,17620803,154,2022-03-29
tendernama,376,22669120,225,2022-03-29
ficl,11,10290596,2,2022-03-29
iglobalnews,433,73014923,245,2022-03-29
kamadenu,675,312681569,110,2022-03-29
xchange,310,1493642269,109,2022-03-29
theceo,412,22312009,163,2022-03-29
sarkarnama,34387,170553109,31793,2022-03-29
thenewsagency,1135,12182987,849,2022-03-29
ftcftcftc,156,392410,91,2022-03-29
bhoomitoday,6,1459999,0,2022-03-29
whiteswanfoundation-malayalam,5,300428,1,2022-03-29
barandbench-hindi,2397,78655004,2171,2022-03-29
greatkarunadu,2,225470,0,2022-03-29
ejan,95070,516613317,94388,2022-03-29
ajel,30946,563719698,27271,2022-03-29
transportandlogisticsme,514,23375543,236,2022-03-29
whiteswanfoundation-kannada,78,3660212,54,2022-03-29
presscenter,8807,532197656,8010,2022-03-29
steelguru,3445,78641455,2663,2022-03-29
thelawyer,1,177292,0,2022-03-29
newssensetn,2460,130447666,1839,2022-03-29
matternews,202,3892159,122,2022-03-29
newslaundry,238893,14085223287,232305,2022-03-29
wuzupnigeria,1186,56109577,129,2022-03-29
dailynewsnepal,1,1708517,0,2022-03-29
happenings,323,6708206,6,2022-03-29
hindustanreads,150,6839943,2,2022-03-29
sabq,1185,255070850,94,2022-03-29
sinceindependence,549,33508650,386,2022-03-29
whiteswanfoundation-tamil,17,1000752,5,2022-03-29
dainikgomantak,10236,131669848,7178,2022-03-29
knocksense,20,428120,0,2022-03-29
mimorelia,43096,1009976049,42798,2022-03-29
whiteswanfoundation,6652,358513030,6180,2022-03-29
